,hotel_id_in_our_database,hotel_name,hotel_location,hotel_star,hotel_location_rating,hotel_nearby_place_distance,hotel_popular_place_distance,district
31,34,The Sunrise Residence,"110/1 Soi Saladaeng 1/1, Saladaeng rd., Silom, Bangrak, Silom, Bangkok, Thailand, 10500",3.5,7.8,Surapon Gallery && 310 m ; July Tailor && 370 m ; King Rama 6 Monument && 380 m ; St Andrews International School Sathorn Campus && 410 m ; Silom Complex && 490 m ; Silom Business Area && 490 m ; Lumphini Park && 500 m ; Saint Joseph Convent School && 550 m ; Ruen-Nuad Massage & Yoga && 580 m ; Bangkok CityCity Gallery && 600 m,Jim Thompson && 720 m ; Central World && 2.09 km ; Terminal 21 Shopping Mall && 2.57 km ; Yaowarat Road && 3.52 km ; Wat Saket && 4.61 km ; Asiatique - The Riverfront && 4.64 km ; Wat Pho Temple && 5.46 km ; Khao San Road && 5.67 km ; Wat Phra Kaew && 5.7 km ; Grand Palace && 5.76 km,Silom
32,35,Convenient Park Bangkok Hotel,"Located in Convenient Park Hotel, No. 12 Soi Sukhumvit 64, Bangchak,Phakhanong, Sukhumvit, Bangkok, Thailand 10260, Sukhumvit, Bangkok, Thailand, 10260",3.5,7.2,Siam Paradise Night Bazar && 570 m ; The Orthodox St.Nicolas Church && 670 m ; Asia Herb Association - Phrom Phong Shop && 1.03 km ; Dhammamongkol Temple && 1.05 km ; On Nut Market && 1.54 km ; Berkeley International School && 1.95 km ; Tesco Lotus Sukhumvit && 1.96 km ; BITEC Bang Na && 2.23 km ; Wat Sri Iam Temple && 2.35 km ; HOF Art Space at W District && 2.87 km,Terminal 21 Shopping Mall && 7.44 km ; Jim Thompson && 9.27 km ; Central World && 9.74 km ; Asiatique - The Riverfront && 11.41 km ; Yaowarat Road && 12.06 km ; Wat Saket && 13.1 km ; Wat Pho Temple && 13.98 km ; Khao San Road && 14.18 km ; Wat Phra Kaew && 14.24 km ; Grand Palace && 14.31 km,Sukhumvit
33,36,Arun Haus 39,"29 Soi Arun Amarin 39, Arun Amarin Road, Bangkok Noi, Thonburi, Bangkok, Thailand, 10700",3.5,8.1,Royal Barges National Museum && 400 m ; Bangkok Noi Canal && 540 m ; Thonburi Railway Pier && 830 m ; Pin Klao Bridge && 910 m ; Phra Pin Klao Pier && 970 m ; Wang Lang Market && 1.01 km ; Wang Lang (Siriraj) Pier && 1.09 km ; Thammasat University Tha Prachan Campus && 1.13 km ; Bangkok National Museum && 1.26 km ; Phra Arthit Pier && 1.29 km,Khao San Road && 1.86 km ; Grand Palace && 1.88 km ; Wat Phra Kaew && 1.96 km ; Wat Pho Temple && 2.33 km ; Wat Saket && 2.94 km ; Yaowarat Road && 4.02 km ; Central World && 6.55 km ; Jim Thompson && 6.75 km ; Asiatique - The Riverfront && 7.13 km ; Terminal 21 Shopping Mall && 9.01 km,Thonburi
34,37,The Aiyapura Bangkok,"58 Krungthonburi Soi 1 (Sarapee 3) Krungthonburi Rd., Klongtonsai klongsan , Thonburi, Bangkok, Thailand, 10600",3.0,7.0,Wongwian Yai area && 670 m ; Perfect Shirts Tailor && 1.1 km ; Bansomdejchaopraya Rajabhat University && 1.14 km ; Suksanari School && 1.16 km ; Wat Intharam Worawiharn && 1.19 km ; WOOLRICH && 1.24 km ; Wat Prayoon && 1.44 km ; Princess Mother Memorial Park && 1.45 km ; Chee Chin Kor && 1.5 km ; SENA Fest Lifestyle Mall && 1.51 km,Yaowarat Road && 2.41 km ; Asiatique - The Riverfront && 2.46 km ; Wat Pho Temple && 2.46 km ; Wat Phra Kaew && 2.86 km ; Grand Palace && 2.92 km ; Wat Saket && 3.52 km ; Khao San Road && 3.82 km ; Jim Thompson && 4.24 km ; Central World && 5.37 km ; Terminal 21 Shopping Mall && 7.24 km,Thonburi
35,38,Hi Residence,"649-649/1-176 Asok Dindaeng Rd., Dindaeng,, Ratchadaphisek, Bangkok, Thailand, 10400",4.0,7.2,Fortune Town && 680 m ; The Shoppes Grand Rama 9 && 740 m ; Central Rama 9 && 770 m ; Tesco Lotus Fortune && 790 m ; Ct chinese tailor && 860 m ; Ratchada Night Bazaar && 930 m ; Saphan Asok Pier && 970 m ; Huai Khwang Night Market && 970 m ; Nana Nuea Pier && 1.05 km ; Prasan Mit Pier && 1.17 km,Terminal 21 Shopping Mall && 2.05 km ; Central World && 2.47 km ; Jim Thompson && 4.01 km ; Yaowarat Road && 5.67 km ; Wat Saket && 5.73 km ; Khao San Road && 6.68 km ; Wat Pho Temple && 7.3 km ; Wat Phra Kaew && 7.34 km ; Grand Palace && 7.38 km ; Asiatique - The Riverfront && 8.39 km,Ratchadaphisek
36,39,The Heritage Silom Hotel,"198 Soi Narathivas 3 Narathivas Road, Silom Bangrak , Silom, Bangkok, Thailand, 10500",4.0,8.7,H Gallery && 320 m ; Bambi Garden-Sathorn && 370 m ; Silom Night Market && 400 m ; Wat Kuhasawan && 420 m ; Soi Lalaisap && 430 m ; Jewelry Trade Center && 440 m ; Ruen-Nuad Massage & Yoga && 510 m ; M R Kukrit Pramoj House && 530 m ; Saint Joseph Convent School && 540 m ; Excelsior Custom Tailors && 570 m,Jim Thompson && 830 m ; Central World && 2.65 km ; Yaowarat Road && 2.85 km ; Asiatique - The Riverfront && 3.61 km ; Terminal 21 Shopping Mall && 3.64 km ; Wat Saket && 4.16 km ; Wat Pho Temple && 4.72 km ; Wat Phra Kaew && 5 km ; Grand Palace && 5.08 km ; Khao San Road && 5.17 km,Silom
37,40,Centara Grand at Central Plaza Ladprao Bangkok,"1695 Phaholyothin Road, Chatuchak, Bangkok, Thailand, 10900",5.0,8.5,Central Plaza Ladprao && 160 m ; Horwang School && 200 m ; Central Plaza Lad Phrao && 200 m ; Union Mall && 490 m ; JJ Green && 1.23 km ; House of Dhamma && 1.32 km ; Children’s Discovery Museum && 1.61 km ; Fortune Town IT Mall && 2.01 km ; Chatuchak Weekend Market && 2.28 km ; Central World && 8.33 km,Central World && 8.33 km ; Terminal 21 Shopping Mall && 8.95 km ; Wat Saket && 9.17 km ; Khao San Road && 9.42 km ; Jim Thompson && 10.15 km ; Yaowarat Road && 10.19 km ; Grand Palace && 10.54 km ; Wat Phra Kaew && 10.55 km ; Wat Pho Temple && 10.78 km ; Asiatique - The Riverfront && 14.08 km,Chatuchak
38,41,Studio Sukhumvit 18 by iCheck inn,"106 Sukhumvit 18 Klongtoey, Sukhumvit, Bangkok, Thailand, 10110",2.0,7.3,Gallery F-Stop && 170 m ; Dptailors && 310 m ; Damanino Bespoke && 410 m ; De Fabiano Bespoke Tailors && 420 m ; Stylo's Collection && 430 m ; Adorable Mine Shop && 450 m ; Samadha Thai Pants && 450 m ; Benjakiti Park && 450 m ; Terminal 21 Shopping Mall && 800 m ; Central World && 3.03 km,Terminal 21 Shopping Mall && 800 m ; Central World && 3.03 km ; Jim Thompson && 3.14 km ; Yaowarat Road && 5.82 km ; Wat Saket && 6.57 km ; Asiatique - The Riverfront && 7.04 km ; Khao San Road && 7.65 km ; Wat Pho Temple && 7.74 km ; Wat Phra Kaew && 7.92 km ; Grand Palace && 7.98 km,Sukhumvit
39,42,The BOB Hostel,"112/6, Soi Sukhumvit 63, Kwang Khlongtun neua, Khet Wattana, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",2.5,8.0,"Bangkok Farmer's Market && 210 m ; The Eight, Thonglor && 500 m ; J Avenue, Thonglor && 630 m ; Maze Thonglor && 650 m ; theCOMMONS && 680 m ; The Boss Avenue (Tailor) && 860 m ; Asia Herb Association && 870 m ; Black Amber Social Club && 940 m ; Terminal 21 Shopping Mall && 2.91 km ; Central World && 5.37 km",Terminal 21 Shopping Mall && 2.91 km ; Central World && 5.37 km ; Jim Thompson && 5.72 km ; Yaowarat Road && 8.37 km ; Wat Saket && 9 km ; Asiatique - The Riverfront && 9.44 km ; Khao San Road && 10.06 km ; Wat Pho Temple && 10.27 km ; Wat Phra Kaew && 10.43 km ; Grand Palace && 10.48 km,Sukhumvit
40,43,Elizabeth Hotel,"169/51 Pradiphat Road, Samsennai,, Chatuchak, Bangkok, Thailand, 10400",3.0,7.5,Or Tor Kor (OTK) Market && 730 m ; Or Tor Kor Market && 750 m ; Xavier Hall && 800 m ; Sobazaar && 860 m ; Siam Rare Books and Collectibles && 980 m ; Elephant Tower && 1.07 km ; Chatuchak Weekend Market && 1.15 km ; Soi Ari && 1.16 km ; La Villa Ari && 1.37 km ; Central World && 5.15 km,Central World && 5.15 km ; Wat Saket && 5.81 km ; Khao San Road && 6.16 km ; Terminal 21 Shopping Mall && 6.33 km ; Yaowarat Road && 6.79 km ; Jim Thompson && 6.93 km ; Grand Palace && 7.26 km ; Wat Phra Kaew && 7.26 km ; Wat Pho Temple && 7.46 km ; Asiatique - The Riverfront && 10.71 km,Chatuchak
41,44,Montien Riverside Hotel,"372 Rama 3 Road Bangkhlo, Sathorn, Bangkok, Thailand, 10120",4.5,7.3,Rajburana Pier && 910 m ; Pariwat Temple && 1.4 km ; Wat Chanyawat && 1.47 km ; Asiatique - The Riverfront && 1.76 km ; Wat Rajsingkorn Pier && 2.04 km ; Rama III Bridge && 2.25 km ; Wat Worachanyawas Pier && 2.29 km ; Shrewsbury International School && 2.37 km ; Watermark Chao Phraya && 2.45 km ; Jim Thompson && 5.41 km,Asiatique - The Riverfront && 1.76 km ; Jim Thompson && 5.41 km ; Yaowarat Road && 5.77 km ; Wat Pho Temple && 6.63 km ; Wat Phra Kaew && 7.03 km ; Grand Palace && 7.1 km ; Central World && 7.22 km ; Wat Saket && 7.26 km ; Khao San Road && 7.85 km ; Terminal 21 Shopping Mall && 7.87 km,Sathorn
42,45,Aspira Hana Residence Thong Lor,"66 Soi Thonglor 23, Khlongtan Nuer, Watthana, Sukhumvit, Bangkok, Thailand, 10110",4.5,7.5,"theCOMMONS && 440 m ; J Avenue, Thonglor && 510 m ; Cho Cho Green Art & Meditation Bangkok && 520 m ; Baan Don Mosque Pier && 600 m ; The American School of Bangkok Sukhumvit Campus && 720 m ; Thong Lo Pier && 740 m ; Sombat Permpoon Gallery && 800 m ; Emporium Armani && 860 m ; The Eight, Thonglor && 910 m ; Terminal 21 Shopping Mall && 2.19 km",Terminal 21 Shopping Mall && 2.19 km ; Central World && 4.54 km ; Jim Thompson && 5.18 km ; Yaowarat Road && 7.67 km ; Wat Saket && 8.17 km ; Asiatique - The Riverfront && 9.2 km ; Khao San Road && 9.21 km ; Wat Pho Temple && 9.53 km ; Wat Phra Kaew && 9.66 km ; Grand Palace && 9.71 km,Sukhumvit
43,46,Clef Hotel Bangkok,"951 Bearing 4 & Bearing 6, Sukhumvit 107 Road,, Bang Na, Bangkok, Thailand, 10270",3.5,7.5,St Andrews International School Sukhumvit Campus && 260 m ; BITEC Bang Na && 1.48 km ; Berkeley International School && 2 km ; Bangkok Patana International School && 2.17 km ; Wat Sri Iam Temple && 2.22 km ; Siam Paradise Night Bazar && 3.04 km ; The Orthodox St.Nicolas Church && 3.09 km ; Central Plaza Bangna && 3.59 km ; JAS Urban Srinakarin && 3.95 km ; Terminal 21 Shopping Mall && 10.02 km,Terminal 21 Shopping Mall && 10.02 km ; Jim Thompson && 11.06 km ; Asiatique - The Riverfront && 11.95 km ; Central World && 12 km ; Yaowarat Road && 13.68 km ; Wat Saket && 14.95 km ; Wat Pho Temple && 15.49 km ; Wat Phra Kaew && 15.81 km ; Grand Palace && 15.88 km ; Khao San Road && 15.99 km,Bang Na
44,47,Le Paradis Bangkok,"365 Phahonyothin 26 Alley, Phahonyothin Road, Chomphon, Chatuchak, Chatuchak, Bangkok, Thailand, 10900",3.0,6.6,Horwang School && 1.19 km ; Chinese House && 1.37 km ; Central Plaza Lad Phrao && 1.37 km ; Central Plaza Ladprao && 1.38 km ; Union Mall && 1.56 km ; House of Dhamma && 1.66 km ; Fashionlicious Tours && 2.36 km ; JJ Green && 2.51 km ; Fortune Town IT Mall && 2.57 km ; Kasetsart University && 2.7 km,Central World && 9.44 km ; Terminal 21 Shopping Mall && 9.83 km ; Wat Saket && 10.48 km ; Khao San Road && 10.75 km ; Jim Thompson && 11.27 km ; Yaowarat Road && 11.46 km ; Grand Palace && 11.86 km ; Wat Phra Kaew && 11.88 km ; Wat Pho Temple && 12.1 km ; Asiatique - The Riverfront && 15.29 km,Chatuchak
45,48,The Heritage Sathorn Suite Hotel,"36 Sathorn Soi 13 South Sathorn, Sathorn, Bangkok, Thailand,                     ",3.0,6.3,St. Louis Church && 280 m ; Bangkok Christian College && 410 m ; Wat Yannawa && 460 m ; Bambi Garden-Sathorn && 460 m ; H Gallery && 550 m ; Tio Chew Chinese Cemetery && 610 m ; Wat Suan Plu && 660 m ; Kathmandu Photo Gallery && 670 m ; Wat Suthiwararam && 690 m ; Sathorn 11 Art Space && 760 m,Jim Thompson && 1.65 km ; Asiatique - The Riverfront && 2.83 km ; Yaowarat Road && 3.07 km ; Central World && 3.47 km ; Terminal 21 Shopping Mall && 4.37 km ; Wat Saket && 4.52 km ; Wat Pho Temple && 4.77 km ; Wat Phra Kaew && 5.1 km ; Grand Palace && 5.18 km ; Khao San Road && 5.45 km,Sathorn
46,49,H-Residence,"48 Soi Sathorn 11 (Junction #4) South Sathorn Rd., Sathorn, Bangkok, Thailand",3.0,6.1,St. Louis Church && 420 m ; Tio Chew Chinese Cemetery && 510 m ; Bangkok Christian College && 530 m ; Wat Yannawa && 550 m ; Bambi Garden-Sathorn && 600 m ; Wat Suthiwararam && 640 m ; H Gallery && 690 m ; Vishnu Temple && 700 m ; Sathorn 11 Art Space && 760 m ; Wat Suan Plu && 780 m,Jim Thompson && 1.79 km ; Asiatique - The Riverfront && 2.75 km ; Yaowarat Road && 3.2 km ; Central World && 3.61 km ; Terminal 21 Shopping Mall && 4.45 km ; Wat Saket && 4.65 km ; Wat Pho Temple && 4.88 km ; Wat Phra Kaew && 5.21 km ; Grand Palace && 5.29 km ; Khao San Road && 5.58 km,Sathorn
47,50,Ton Aor Place Hotel Ratchada,"67/2 soi Chareonsak, Sutthisarn-Vinichai Road, Huaykwang, Ratchadaphisek, Bangkok, Thailand, 10310",3.0,7.4,The Street && 520 m ; Mansion 7 Shopping Center && 570 m ; Wat Lat Phrao && 1.46 km ; Huay Kwang Night Bazaar && 1.66 km ; Huay Kwang Stadium && 1.8 km ; The Regent's International School && 2.15 km ; Tadu Contemporary Art && 2.49 km ; House of Dhamma && 2.51 km ; Train Night Market Ratchada && 2.67 km ; Art in Paradise Bangkok Museum && 2.79 km,Terminal 21 Shopping Mall && 6.12 km ; Central World && 6.46 km ; Jim Thompson && 8.19 km ; Wat Saket && 8.72 km ; Yaowarat Road && 9.23 km ; Khao San Road && 9.37 km ; Wat Phra Kaew && 10.34 km ; Grand Palace && 10.35 km ; Wat Pho Temple && 10.43 km ; Asiatique - The Riverfront && 12.52 km,Ratchadaphisek
48,52,The rabbit's hole hostel,"2294 Sukhumvit Road , Prakanong bangkok, Sukhumvit, Bangkok, Thailand, 10260",2.5,8.4,Siam Paradise Night Bazar && 450 m ; The Orthodox St.Nicolas Church && 520 m ; Dhammamongkol Temple && 950 m ; Asia Herb Association - Phrom Phong Shop && 1.11 km ; On Nut Market && 1.7 km ; Berkeley International School && 1.82 km ; Tesco Lotus Sukhumvit && 2.1 km ; BITEC Bang Na && 2.13 km ; Wat Sri Iam Temple && 2.2 km ; Terminal 21 Shopping Mall && 7.6 km,Terminal 21 Shopping Mall && 7.6 km ; Jim Thompson && 9.43 km ; Central World && 9.9 km ; Asiatique - The Riverfront && 11.55 km ; Yaowarat Road && 12.22 km ; Wat Saket && 13.26 km ; Wat Pho Temple && 14.14 km ; Khao San Road && 14.34 km ; Wat Phra Kaew && 14.4 km ; Grand Palace && 14.47 km,Sukhumvit
49,53,Hope Land Hotel  Sukhumvit 46/1,"1110/5 Soi Sukhumvit 46/1 Sukhumvit R.,, Sukhumvit, Bangkok, Thailand, 10110",4.0,7.2,W Market && 190 m ; HOF Art Space at W District && 340 m ; QiSS Mall && 690 m ; Enlever Ses Vetements && 1.02 km ; Wat That Thong && 1.02 km ; Herrmann Suits && 1.08 km ; Gateway Ekamai && 1.11 km ; Tesco Lotus Sukhumvit && 1.2 km ; The Boss Avenue (Tailor) && 1.24 km ; Bangkok University City Campus && 1.24 km,Terminal 21 Shopping Mall && 4.44 km ; Jim Thompson && 6.72 km ; Central World && 6.85 km ; Yaowarat Road && 9.51 km ; Asiatique - The Riverfront && 9.74 km ; Wat Saket && 10.37 km ; Wat Pho Temple && 11.45 km ; Khao San Road && 11.46 km ; Wat Phra Kaew && 11.66 km ; Grand Palace && 11.72 km,Sukhumvit
50,54,Studio Residence Sukhumvit 71,"251 Soi Panit Anan 7 (Soi Pridi Banomyong 42)Sukhumvit Soi 71 Road Bangkok Thailand 10111, Sukhumvit, Bangkok, Thailand, 10111",3.0,5.9,Klong Tan Pier && 690 m ; Chan Issara Pier && 1.55 km ; Central Plaza Grand Rama 9 && 1.6 km ; Seri Market && 1.63 km ; Toot Yung Art Center && 1.74 km ; Emporium Armani && 1.77 km ; Thong Lo Pier && 1.83 km ; Bangkok Farmer's Market && 1.94 km ; Phanphirom Park && 1.96 km ; Terminal 21 Shopping Mall && 4.42 km,Terminal 21 Shopping Mall && 4.42 km ; Central World && 6.79 km ; Jim Thompson && 7.37 km ; Yaowarat Road && 9.92 km ; Wat Saket && 10.41 km ; Asiatique - The Riverfront && 11.18 km ; Khao San Road && 11.44 km ; Wat Pho Temple && 11.78 km ; Wat Phra Kaew && 11.91 km ; Grand Palace && 11.96 km,Sukhumvit
51,55,Harry's Suite,"12/4 Sukhumvit soi33, Wathana, Bangkok, Sukhumvit, Bangkok, Thailand, 10110",2.5,7.4,Milan Suit && 120 m ; Subhashok The Arts Centre (S.A.C.) && 170 m ; Fiorenzo Tailor && 230 m ; Fatima Shop && 240 m ; Stylo's Collection && 290 m ; Asia Herb Association - Sawatdee shop && 320 m ; Terminal 21 Shopping Mall && 880 m ; Central World && 3.35 km ; Jim Thompson && 3.73 km ; Yaowarat Road && 6.32 km,Terminal 21 Shopping Mall && 880 m ; Central World && 3.35 km ; Jim Thompson && 3.73 km ; Yaowarat Road && 6.32 km ; Wat Saket && 6.96 km ; Asiatique - The Riverfront && 7.71 km ; Khao San Road && 8.03 km ; Wat Pho Temple && 8.22 km ; Wat Phra Kaew && 8.37 km ; Grand Palace && 8.43 km,Sukhumvit
52,57,Praso Ratchada Private Residence,"502/59 Asoke-Dindaeng Road, Dindaeng,, Ratchadaphisek, Bangkok, Thailand, 10440",3.0,7.7,Fortune Town && 110 m ; Central Rama 9 && 210 m ; Tesco Lotus Fortune && 250 m ; Ratchada Night Bazaar && 380 m ; The Shoppes Grand Rama 9 && 380 m ; Ratchada Soi 6 && 830 m ; Ratchada Soi 8 && 920 m ; Esplanade Shopping Center && 990 m ; Art in Paradise Bangkok Museum && 1.04 km ; Ct chinese tailor && 1.05 km,Terminal 21 Shopping Mall && 2.36 km ; Central World && 3.04 km ; Jim Thompson && 4.55 km ; Yaowarat Road && 6.22 km ; Wat Saket && 6.24 km ; Khao San Road && 7.17 km ; Wat Pho Temple && 7.83 km ; Wat Phra Kaew && 7.86 km ; Grand Palace && 7.9 km ; Asiatique - The Riverfront && 8.93 km,Ratchadaphisek
53,59,Nantra De Comfort Hotel,"125/4-7 Sukhumvit 55, Thonglor, North Klongton Wattana, Sukhumvit, Bangkok, Thailand, 10110",3.0,7.2,"The Eight, Thonglor && 130 m ; Maze Thonglor && 190 m ; Bangkok Farmer's Market && 460 m ; Asia Herb Association && 460 m ; J Avenue, Thonglor && 500 m ; Black Amber Social Club && 530 m ; theCOMMONS && 560 m ; Akko Art Gallery && 680 m ; Terminal 21 Shopping Mall && 2.35 km ; Central World && 4.82 km",Terminal 21 Shopping Mall && 2.35 km ; Central World && 4.82 km ; Jim Thompson && 5.12 km ; Yaowarat Road && 7.77 km ; Wat Saket && 8.43 km ; Asiatique - The Riverfront && 8.85 km ; Khao San Road && 9.5 km ; Wat Pho Temple && 9.68 km ; Wat Phra Kaew && 9.85 km ; Grand Palace && 9.9 km,Sukhumvit
54,60,Sawasdee Sukhumvit Inn Hotel,"123 Soi Sukhumvit 57, Sukhumvit Rd., Klongton Nua, Wattana Bangkok 10110, Sukhumvit, Bangkok, Thailand",2.0,7.7,Black Amber Social Club && 70 m ; Asia Herb Association && 90 m ; Broadways Exclusive && 230 m ; Wat Maha But Temple - Mae Nak Shrine && 250 m ; Lords Tailor Bangkok && 320 m ; Maze Thonglor && 360 m ; Akko Art Gallery && 480 m ; Terminal 21 Shopping Mall && 2.53 km ; Central World && 4.97 km ; Jim Thompson && 5.07 km,Terminal 21 Shopping Mall && 2.53 km ; Central World && 4.97 km ; Jim Thompson && 5.07 km ; Yaowarat Road && 7.8 km ; Wat Saket && 8.55 km ; Asiatique - The Riverfront && 8.61 km ; Khao San Road && 9.62 km ; Wat Pho Temple && 9.72 km ; Wat Phra Kaew && 9.91 km ; Grand Palace && 9.97 km,Sukhumvit
55,61,Lodge 61 Hotel,"1221 Sukhumvit Soi 61, Wattana, KrongTan Nuer, Bangkok 10110, Sukhumvit, Bangkok, Thailand, 10110",3.0,8.5,Lords Tailor Bangkok && 200 m ; Broadways Exclusive && 270 m ; Gateway Ekamai && 360 m ; Wat Maha But Temple - Mae Nak Shrine && 380 m ; Wat That Thong && 440 m ; The Boss Avenue (Tailor) && 530 m ; Terminal 21 Shopping Mall && 2.98 km ; Central World && 5.41 km ; Jim Thompson && 5.41 km ; Yaowarat Road && 8.16 km,Terminal 21 Shopping Mall && 2.98 km ; Central World && 5.41 km ; Jim Thompson && 5.41 km ; Yaowarat Road && 8.16 km ; Asiatique - The Riverfront && 8.79 km ; Wat Saket && 8.96 km ; Khao San Road && 10.04 km ; Wat Pho Temple && 10.1 km ; Wat Phra Kaew && 10.29 km ; Grand Palace && 10.35 km,Sukhumvit
56,62,Regent Ramkhamhaeng 22 Hotel,"4 Ramkhamhaeng Soi 22 Bangkapi, Bang Kapi, Bangkok, Thailand, 10240",3.0,8.4,Ramkhamhaeng 29 Pier && 430 m ; The Mall 3 Pier && 550 m ; Wat Thepleela Pier && 610 m ; Ramkhamhaeng University && 710 m ; Rajamangala Stadium && 720 m ; Seri Market && 740 m ; Ramkhamhaeng University Pier && 960 m ; Saphan Mit Mahat Thai Pier && 1.43 km ; Rama XI Marsh && 1.49 km ; SAT Health Garden && 1.55 km,Terminal 21 Shopping Mall && 6.01 km ; Central World && 8.05 km ; Jim Thompson && 9.02 km ; Yaowarat Road && 11.3 km ; Wat Saket && 11.51 km ; Khao San Road && 12.47 km ; Wat Pho Temple && 13.04 km ; Wat Phra Kaew && 13.11 km ; Asiatique - The Riverfront && 13.12 km ; Grand Palace && 13.15 km,Bang Kapi
57,63,My hotel CMYK @ Ratchada,"225/4 Pracharajbumpen soi5,Pracharajbumpen Rd., Huay Kwang, Ratchadaphisek, Bangkok, Thailand, 10310",3.0,8.1,Mansion 7 Shopping Center && 700 m ; Huay Kwang Night Bazaar && 730 m ; Huay Kwang Stadium && 820 m ; The Street && 1.03 km ; The Regent's International School && 1.23 km ; Train Night Market Ratchada && 1.49 km ; Tadu Contemporary Art && 1.55 km ; Art in Paradise Bangkok Museum && 1.59 km ; Esplanade Shopping Center && 1.63 km ; Ratchada Soi 8 && 1.73 km,Terminal 21 Shopping Mall && 4.91 km ; Central World && 5.42 km ; Jim Thompson && 7.09 km ; Wat Saket && 7.99 km ; Yaowarat Road && 8.35 km ; Khao San Road && 8.74 km ; Wat Phra Kaew && 9.63 km ; Grand Palace && 9.65 km ; Wat Pho Temple && 9.69 km ; Asiatique - The Riverfront && 11.45 km,Ratchadaphisek
58,64,Nantra Ploenchit Hotel,"27/12 Soi Nai Lert, Wireless Rd., Pathumwan, Wireless, Bangkok, Thailand, 10110",3.0,7.3,Blanc Bespoke Tailors && 50 m ; Witthayu Pier && 150 m ; Shrine of the Goddess Tubtim && 160 m ; Central Embassy && 390 m ; Yoga Elements Studio && 460 m ; Zantino Tailor && 480 m ; Chit Lom Bridge Pier && 500 m ; AAA Thai Language Center && 510 m ; Central Plaza Chidlom && 550 m ; Ravis Tailor && 560 m,Central World && 1.03 km ; Terminal 21 Shopping Mall && 1.64 km ; Jim Thompson && 2.48 km ; Yaowarat Road && 4.28 km ; Wat Saket && 4.61 km ; Khao San Road && 5.64 km ; Wat Pho Temple && 6.05 km ; Wat Phra Kaew && 6.14 km ; Grand Palace && 6.19 km ; Asiatique - The Riverfront && 6.85 km,Wireless
59,66,Nineplace Ekamai-Prakanong,"44/36 Sukumwit soi46 slight right notice Thai flag then turn left see google map nine place 46, Sukhumvit, Bangkok, Thailand, 10100",2.5,8.3,W Market && 370 m ; QiSS Mall && 410 m ; HOF Art Space at W District && 650 m ; Wat That Thong && 740 m ; Enlever Ses Vetements && 810 m ; Gateway Ekamai && 820 m ; Herrmann Suits && 860 m ; Bangkok University City Campus && 980 m ; The Boss Avenue (Tailor) && 1.02 km ; Terminal 21 Shopping Mall && 4.15 km,Terminal 21 Shopping Mall && 4.15 km ; Jim Thompson && 6.42 km ; Central World && 6.55 km ; Yaowarat Road && 9.21 km ; Asiatique - The Riverfront && 9.47 km ; Wat Saket && 10.07 km ; Wat Pho Temple && 11.15 km ; Khao San Road && 11.15 km ; Wat Phra Kaew && 11.36 km ; Grand Palace && 11.42 km,Sukhumvit
